2.7941e+06	1.20586e+06	1.43063e+06	1.34602e+06	1.6445e+06	1.72495e+06	880616	1.56214e+06	1.04449e+06	2.7547e+06	1.5066e+06	1.53174e+06
2.22522e+06	979547	1.10746e+06	1.04573e+06	1.30891e+06	1.33392e+06	706688	1.22121e+06	815969	2.1929e+06	458499	1.26255e+06
79.6398	81.232	77.4106	77.6902	79.5931	77.3309	80.2493	78.1753	78.1214	79.6055	30.4328	82.4255
49.873	50.2651	46.883	46.3353	49.3564	46.7692	46.1782	50.1855	43.0346	47.9835	36.8172	38.6694
0.0243685	0.0218528	0.0307801	0.0313234	0.023211	0.025828	0.0245902	0.0234016	0.0286662	0.0241972	0.0622248	0.0243523
307	353	362	347	353	303	317	346	271	323	343	351
85	86	92	104	86	91	95	89	83	99	86	89
0.75256	0.756034	0.695169	0.697271	0.724564	0.689971	0.692909	0.733154	0.682484	0.724856	0.807932	0.600525
0.439139	0.44816	0.394321	0.395977	0.428753	0.388957	0.386742	0.436373	0.356493	0.418522	0.51666	0.318114
2e-06	0	0	1e-06	1e-06	2e-06	0	0	0	0	0	0
0.436901	0.417356	0.337155	0.335698	0.383928	0.350517	0.306346	0.381243	0.30673	0.399674	0.399787	0.285528
0.552869	0.573708	0.653895	0.655736	0.606457	0.640206	0.685877	0.60867	0.685564	0.59063	0.591231	0.707177
0.000149	4.2e-05	6.9e-05	8.4e-05	7.4e-05	3.9e-05	4.4e-05	0.000173	5e-06	9.4e-05	9.3e-05	0.000148
0.010079	0.008893	0.008881	0.008482	0.00954	0.009236	0.007733	0.009914	0.007701	0.009601	0.008889	0.007146
0.98977	0.991064	0.991049	0.991434	0.990385	0.990723	0.992223	0.989913	0.992294	0.990304	0.991018	0.992705
0.5082	0.530162	0.537822	0.531101	0.521285	0.51957	0.565074	0.522854	0.555552	0.508311	0.610007	0.539711
0.177045	0.195295	0.194897	0.195287	0.185265	0.200876	0.162211	0.202476	0.175033	0.171476	0.158541	0.214017
0.434318	0.349699	0.398804	0.402905	0.383968	0.393967	0.377296	0.389675	0.382242	0.432336	0.355404	0.377984
0.440013	0.615085	0.505051	0.492827	0.505162	0.544218	0.52439	0.528322	0.526012	0.426464	0.533742	0.60259
