0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
18.01	0	4.62	17.24	0	1.79	3.61	20.22	8.14	14.38	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	16.59	0	0	0	0	0	0	0	0	0	0
15.01	76	0	0	16.24	0	5.34	0	0	6.1	17.25	3.21
170.42	178.62	135.7	216.88	145.83	9.32	0	91.13	0	155.1	47.76	19.85
8.97	0	0	0	0.5	0	0	0	0	3.54	0	0
0	0	0	0	0	0	0	0	0	0	0	0
11.88	0	2.25	33.08	8.62	0	27.66	4.37	0	16.7	8.29	15.54
0	0	0	0	0	0	0	0	0	3.47	0	0
1.47	0	24.98	0	0	0	0	0	0	2.22	0	0
2.81	0	0	0	0	0	0	0	0	1.11	0	0
0.78	0	0	0.23	0	0	0	0.37	0	0	0	0
5.23	4.17	11.2	5.17	2.2	5.4	8.87	2.76	4.83	4.95	4.53	5.4
0	0	0	0	0	0	0	0.86	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
6.16	0	0	0	0	48.85	0	0	0	6.17	0	0
4.95	0	0	0.41	0	0	0	0	0	0.76	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.48	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
7.69	0	0	0	0	0	45.23	0	0	16.09	0	0
0	0	0	0	0	0	0	0	0	0	0	0
22.98	0	0	43.87	0	25.16	0	0	0	14.71	76.84	0
0	0	0	0	0	0	0	0	0	0	0	0
0.24	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
17.37	0	0	0	0	0	44.49	0	0	4.73	0	0
25.88	27.28	98.44	0.27	0	42.95	0	81.15	59.42	31.79	90.51	11.38
6.16	0	0	0	2.77	0	0	0	0	2.49	0	0
1.23	0	0	0	0	0	0	0	36.49	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
8.35	0	31.99	9.1	0	0	0	0	47.12	7.18	0.74	0
0	0	0	0	0	0	0	0	0	0	0	0
0.09	0	0	0	0	0.2	0	0	0	0.93	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
17.15	16	0.87	0.2	5.17	8.29	20.38	27.59	0	19.58	8.8	0
0	0	0	0	0	0	0	0	0	0	0	0
3.94	0	0	11.52	0	0	0	0	0	1.37	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1.33	0.44	0	0	0	0	0	0	0	0.25	0	0
0.34	0	0	0	0	0	0	0	0	0.73	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1.44	0	0	0	7.6	0	0	0.99	14.03	4.31	0	0
0	0	0	0	0	0	0	0	0	0	0	0
5.24	0.6	0	0	0	0	0	0	0	10.13	0	0
0	0	0	0	0	0	0	0	0	0	0	0
16.44	0	0	0	11.7	0	0	0	0	25.24	2.63	42.52
4.24	0	1.36	13.95	29.41	0	2.24	2.6	0	7.13	5.14	0
0	0	0	0	0	0	0	1.89	0	1.04	0	0
0.95	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.51	0	59.54	13.99	0	0	0	0	0	0.49	0	0
0	0	0	0	0	0	0	0	0	0	0	0
26.29	0	0	24.35	71.04	0	23.96	0	0	13.62	63.4	0
0	0	0	0	0	0	0	0	0	0	0	0
21.51	95.68	0	36.65	16.68	0	111.94	0	0	32.84	0	0
0.58	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1.78	0.72	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
2.17	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	7.78	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
3.43	0	0	0	0	0.12	2.6	0	0	5.09	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
58.26	2.51	135.69	66.95	0	0	0	95.05	0	54.34	0	51.85
0.91	0	0	0	0	3.26	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.21	0	0	0	28.44	0	0	0	0	1.98	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
58.54	0	0	123.02	36.21	31.7	55.36	76.72	198.97	46.7	0	68.33
0	0	0	0	0	0	0	0	0	0	0	0
1.13	0	0	0	0	0	0	0	0	0	0	0
1.64	0	1.16	0	4.83	0	0	0	0	1.04	3.6	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
12.76	0	15.75	25.5	0	0	1.6	0	0	6.35	35.31	5.1
10.27	0	0	44.05	0	0	0	0	0	13.22	41.29	0.7
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
147.34	814.78	90.15	189.79	482.88	499.47	513.07	169.29	77.82	232.51	141.25	366.74
19.53	0	16.53	0	0	3.57	0	17.5	0	0.3	106.4	14.04
3.35	0	26.25	0	0	0	0	0	0	3.63	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0.26	0	0.25	0	0	0	0.21	0	0	0	0
26.72	0	0	24.66	49.36	0	85.58	0	0	45.18	115.32	0
0	0	0	0	0	0	0	0	0	0	0	0
47.77	108.79	22.72	76.27	129.72	39.16	95.15	116.6	1.39	82.86	41.76	42.07
169.06	363.22	102.45	156.3	111.78	178.22	257.62	0	0	136.3	81.01	268
0	0	0	0	0	0	0	0	0	0	0	0
18.41	5.63	0	0	27.18	61.51	21.67	0	0	40.83	54.27	39.86
0	0	0	0	0	0	0	0	0	1.13	0	0
0	0	0	7.95	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	16.32	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0.75	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
4.23	0	0	0	12.91	0	0	0	0	4.17	5.91	0
1.31	0	0	0	0	0	0	14.67	0	0	0	0
0.44	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
207.04	388.1	110.2	129.4	150.94	208.09	233.05	202.59	17.34	222.3	158.31	187.1
104.56	90.22	57.43	114.79	0	107.72	59.87	151.21	0	121.79	114.23	52.7
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1.89
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
20.04	0	0	49.85	43.25	50.35	53.2	0	2.57	21.01	0	33.73
1.73	0	0	0	0	0	0	0	0	0.31	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.59	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	13.16	0	0	0
0.51	0	0.59	3.13	0	0	0	0	12.38	0	0	10.56
15.64	20.55	0	0	0	0	0	0	33.35	12.22	37.53	0
243.53	256.36	196.96	69.52	106.57	123.92	95.37	173.48	45.04	216.17	69.18	21.66
5.99	0	0	0	0	21.25	0	0	0	3.36	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
35.27	0	3.74	129.85	176.02	51.49	81.52	45.57	129.38	63.58	24.11	207.25
0	0	0	0	0	0	0	0	0	0	0	0
80.92	163.68	134.07	54.33	204.03	96.98	0	22.35	0	76.14	63.32	23.95
3.61	0	0	0	0	0.81	0	0	0	0.98	0	1.82
0	0	0	0	0	0	0	0	0	0.61	0	0
2.43	0	0	5.68	0	0.55	0	0	0	1.96	0	0
0	0	0	0	0	0	0	0	0	0	0	0
2.32	0	0.53	0	0	0.37	0	1.64	0.73	4.18	0	0
2.2	0	0	0	0	0	0	0	0	1.34	0	0
18.06	22.64	0	0	0	0.48	0	28.52	0	9.32	24.87	8.92
2.9	0	56.87	0	34.84	0	43.88	0	0	7.87	30.75	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	4.92	0	0.46	0	0
0.71	0	0	0	0	0	0	0	0	0	0	0
1.51	6.92	0.36	0	0	0	0	12.89	0	4.5	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1.77	0	0	0	0	0	0	0	0	0.38	0	0
1.06	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	17.81	0	0	0	0	0.65	0	0
0	0	0	0	0	13.93	0	0	0	0.33	0	0
0.14	0	14.2	0	2.26	0	0	0	0	1.03	0	0.27
0.62	0	0	0	0	0	0	0	0	0.68	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
23.63	0	1.39	5.95	12.84	18.95	35.67	0	0	7.45	27.66	3.8
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.39	0	0	0	0	0	0	0	0	0	0	0
15.7	0	0.24	1.3	23.71	0	0	50.75	0	15.94	19.49	5.53
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
28.61	0	2.74	0.37	18.49	0	0	51.65	110.49	26.52	27.77	0
0	0	0	0	0	0	0	0	0	0	0	0
0	2.37	0	0	0	0	0	0	0	0	0	0
2.38	0	0	0	0	0	0	0	0	3.62	0	0.25
19.37	0	0	0	0	0	0	0	0	11.61	0	0
1.06	0	0	0	55.58	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
5.33	7.42	0	2.96	22.52	2.47	0	0	0	4.58	1.98	3.95
0	0	0	0	0	0	0	0	0	0	0	0
134.59	201.67	286.11	182	74.51	86.02	0	125.33	0	159.69	40.62	54.09
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1.07	0	0	0	0	0	0	0	0	0	0	0
4.4	0	0	0	23.89	38.64	0	1.45	0	4.44	0	0
0	0	0	0	0	0	0	0	0	0	0	0
2.51	0	9.39	0	0.27	0	0	1.69	0	0.94	0	0
1.15	1.84	7.51	2.14	12.09	3.74	0	2.71	0	3.49	5.48	0
24.38	158.81	26.26	14.08	33.26	27.34	0	42.9	58.21	31.49	21.75	41.83
1.06	0	0	0	0	0	0	0	0	0	0	0
26.4	54.34	0	17.81	0	0	46.58	41.05	0	26.87	42.83	48.06
0.41	0	0	0.48	0	0	0	10.31	1.21	0.31	1.31	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
2.89	0	0	9.14	19.58	0	0	12.83	0	0.52	0.82	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
3.95	0	0	0	0	0	0	0.45	0	2.64	0	0
14	0	0.35	0	0.59	17.6	34.52	0	54.57	5.33	0	1.91
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
39.18	44.04	44.41	52.41	0	37.99	62.27	27.04	0	46.62	0	31.11
0	0	0	0	0	0	0	0	0	0	0	0
0.81	0	0	0	0	0	0	0	0	1.52	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
65.65	101.5	153.87	68.34	74.89	131.67	0	77	0	72.39	66.64	22.57
0.21	23.35	0	0	0	0	12.34	0	0	1.97	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1.19	0	0	12.34	0	0	0	6.69	0	4.62	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
2.77	0	0	0	0	0	0	0	0	2.5	7.63	0
56.44	0	0	0	0	144.35	0	109.21	0	116.3	154.75	52.45
10.08	0	64.86	0	37.83	0	0	0	0	1.24	3.04	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.24	0	0	0	0	0	0	0	0	0	0	0
0.49	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
49.41	99.98	20.15	18.14	0	25.98	24.26	33.2	0	27.76	153.53	19.08
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
3.34	0	0	0	0	26.69	0	0	0	4.66	0	0
1.19	0	0	0	0	0	0	0	0	6.16	0	0
0	0	0	0	0	0	0	0	0	0	0	0
70.71	0	159.7	73.88	0	0	66.48	28.48	55.75	72.19	0	119.3
0	0	0	0	0	1.59	0	0.94	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
11.01	0.27	0	10.94	0.2	0	0.39	0	0	8.52	9.53	8.67
0	0	0	0	0	0	0	0	0	0	0	0
